Ticker,close,date,high,low,month,open,volume,year,daily_return,cumulative_return,sector
ADANIENT,3056.5,2024-01-16 05:30:00,3104.5,3035.0,2024-01,3095.0,2515564,2024,-0.010681340022657415,0.07285140139349622,
ADANIENT,2971.05,2024-01-17 05:30:00,3045.0,2946.3,2024-01,3033.0,2897218,2024,-0.027956813348601228,0.042857895013953096,
ADANIENT,2918.9,2024-01-18 05:30:00,2985.0,2885.1,2024-01,2975.55,2552342,2024,-0.01755271705289374,0.02455290545639688,
ADANIENT,2915.65,2024-01-19 05:30:00,2949.45,2903.05,2024-01,2945.35,2014096,2024,-0.0011134331426222444,0.023412134295091702,
ADANIENT,2987.9,2024-01-20 05:30:00,3015.85,2890.5,2024-01,2930.0,1878793,2024,0.024780066194502126,0.04877235472718078,
ADANIENT,2896.55,2024-01-23 05:30:00,3014.95,2885.5,2024-01,3014.95,1827002,2024,-0.03057331235985139,0.01670790993172977,
ADANIENT,2903.45,2024-01-24 05:30:00,2929.1,2871.25,2024-01,2901.0,5807940,2024,0.0023821442750857624,0.019129854858808137,
ADANIENT,2893.6,2024-01-25 05:30:00,2926.35,2804.4,2024-01,2903.45,2601969,2024,-0.0033925158001687494,0.01567244072377605,
ADANIENT,3064.65,2024-01-29 05:30:00,3092.7,2923.05,2024-01,2929.0,4402976,2024,0.05911321537185521,0.07571210445953858,
ADANIENT,3091.1,2024-01-30 05:30:00,3129.9,3020.9,2024-01,3081.0,3115506,2024,0.008630675607328664,0.08499622668000573,
ADANIENT,3142.0,2024-01-31 05:30:00,3151.7,3072.4,2024-01,3092.75,2671051,2024,0.01646663000226467,0.10286245809859862,
ADANIENT,3153.5,2024-02-01 05:30:00,3236.95,3083.05,2024-02,3156.9,4686595,2024,0.0036600891152132053,0.10689903297706249,
ADANIENT,3157.45,2024-02-02 05:30:00,3208.5,3140.0,2024-02,3184.95,2708695,2024,0.001252576502299041,0.10828550869618714,
ADANIENT,3173.45,2024-02-05 05:30:00,3229.4,3151.45,2024-02,3170.0,2191195,2024,0.005067380322728798,0.11390161287491973,
ADANIENT,3203.75,2024-02-06 05:30:00,3228.2,3160.0,2024-02,3183.9,2078891,2024,0.009547968299484788,0.12453711016339453,
ADANIENT,3229.85,2024-02-07 05:30:00,3277.95,3210.0,2024-02,3220.05,2095911,2024,0.008146703082325457,0.13369838010495205,
ADANIENT,3168.6,2024-02-08 05:30:00,3245.6,3146.1,2024-02,3245.6,1679004,2024,-0.01896372896574139,0.11219923129574161,
ADANIENT,3215.2,2024-02-09 05:30:00,3224.95,3121.2,2024-02,3184.45,1572789,2024,0.014706810578804408,0.1285561347163,
ADANIENT,3169.75,2024-02-12 05:30:00,3241.95,3160.0,2024-02,3229.0,1083138,2024,-0.014135979099278329,0.11260288878358815,
ADANIENT,3178.45,2024-02-13 05:30:00,3194.0,3092.05,2024-02,3180.0,1225207,2024,0.0027446959539394467,0.1156566454307737,
ADANIENT,3207.2,2024-02-14 05:30:00,3255.25,3169.85,2024-02,3184.0,1741264,2024,0.009045289370605225,0.1257480826269337,
ADANIENT,3193.8,2024-02-15 05:30:00,3252.75,3184.05,2024-02,3219.85,2035204,2024,-0.004178099276627489,0.12104459537724543,
ADANIENT,3223.6,2024-02-16 05:30:00,3252.3,3192.65,2024-02,3214.0,2193673,2024,0.00933057799486492,0.13150458941013454,
ADANIENT,3258.8,2024-02-19 05:30:00,3308.6,3235.8,2024-02,3240.0,1779444,2024,0.010919468916739117,0.14386001860334607,
ADANIENT,3228.6,2024-02-20 05:30:00,3269.8,3210.15,2024-02,3267.0,1467630,2024,-0.009267214925739564,0.1332596219659885,
ADANIENT,3223.2,2024-02-21 05:30:00,3300.0,3205.0,2024-02,3238.0,1657021,2024,-0.001672551570340075,0.1313641868056663,
ADANIENT,3263.05,2024-02-22 05:30:00,3274.0,3210.5,2024-02,3239.0,1138722,2024,0.012363489699677377,0.14535179627582195,
ADANIENT,3273.3,2024-02-23 05:30:00,3319.95,3225.1,2024-02,3263.05,1975035,2024,0.0031412328956037516,0.1489496130153225,
ADANIENT,3327.75,2024-02-26 05:30:00,3344.0,3263.0,2024-02,3272.0,1695378,2024,0.016634588946934148,0.16806191754857136,
ADANIENT,3302.3,2024-02-27 05:30:00,3340.0,3273.0,2024-02,3339.0,1125570,2024,-0.007647810081887085,0.15912880183927514,
ADANIENT,3219.0,2024-02-28 05:30:00,3318.8,3207.5,2024-02,3309.2,1358879,2024,-0.025224843291039578,0.12988995945874904,
ADANIENT,3285.4,2024-02-29 05:30:00,3304.75,3205.35,2024-02,3220.05,1352988,2024,0.02062752407580004,0.15319679180048906,
ADANIENT,3318.75,2024-03-01 05:30:00,3346.0,3281.8,2024-03,3309.85,1161067,2024,0.010150970962439887,0.16490285894803458,
ADANIENT,3333.25,2024-03-02 05:30:00,3348.7,3321.5,2024-03,3332.0,119511,2024,0.004369114877589508,0.169992453360011,
ADANIENT,3317.15,2024-03-04 05:30:00,3350.0,3310.05,2024-03,3335.0,1061244,2024,-0.004830120753018807,0.1643412485301614,
ADANIENT,3310.2,2024-03-05 05:30:00,3334.0,3295.05,2024-03,3325.3,1190416,2024,-0.0020951720603531454,0.1619017532775242,
ADANIENT,3233.95,2024-03-06 05:30:00,3323.0,3183.15,2024-03,3323.0,1935203,2024,-0.02303486194187665,0.1351375068007521,
ADANIENT,3226.55,2024-03-07 05:30:00,3262.0,3220.0,2024-03,3240.0,856328,2024,-0.002288223380076837,0.13254005861808849,
ADANIENT,3207.35,2024-03-11 05:30:00,3259.0,3200.0,2024-03,3241.2,738851,2024,-0.005950628380158474,0.12580073360360933,
ADANIENT,3122.5,2024-03-12 05:30:00,3222.7,3111.0,2024-03,3207.35,1199487,2024,-0.02645486149001508,0.09601783113076845,
ADANIENT,2906.2,2024-03-13 05:30:00,3138.05,2850.15,2024-03,3125.0,3407040,2024,-0.06927141713370699,0.020095122764528073,
ADANIENT,3087.45,2024-03-14 05:30:00,3101.2,2880.0,2024-03,2927.45,3759100,2024,0.062366664372720315,0.08371505291423231,
ADANIENT,3132.2,2024-03-15 05:30:00,3143.4,3061.25,2024-03,3111.0,2199094,2024,0.014494161848774834,0.0994225942891247,
ADANIENT,3111.75,2024-03-18 05:30:00,3124.0,2976.05,2024-03,3050.1,3042515,2024,-0.0065289572824211994,0.09224451113568222,
ADANIENT,3052.7,2024-03-19 05:30:00,3164.8,3041.85,2024-03,3126.0,1460452,2024,-0.018976460191210798,0.07151757665104741,
ADANIENT,3051.45,2024-03-20 05:30:00,3083.2,3021.1,2024-03,3075.0,966481,2024,-0.0004094735807645966,0.07107881851208386,
ADANIENT,3066.5,2024-03-21 05:30:00,3107.1,3059.6,2024-03,3089.55,1175751,2024,0.0049320814694653325,0.07636146650520415,
ADANIENT,3107.7,2024-03-22 05:30:00,3128.95,3048.05,2024-03,3066.55,951557,2024,0.01343551279960864,0.09082293476544034,
ADANIENT,3109.95,2024-03-26 05:30:00,3171.95,3089.1,2024-03,3100.5,937103,2024,0.000724008108890839,0.0916126994155746,
ADANIENT,3122.1,2024-03-27 05:30:00,3138.45,3106.25,2024-03,3115.0,900231,2024,0.003906815222109783,0.09587742852629977,
ADANIENT,3197.1,2024-03-28 05:30:00,3237.0,3096.75,2024-03,3134.0,2327053,2024,0.024022292687614133,0.12220291686410856,
ADANIENT,3252.1,2024-04-01 05:30:00,3291.8,3207.85,2024-04,3230.2,1292646,2024,0.017203090300584867,0.1415082749785015,
ADANIENT,3268.75,2024-04-02 05:30:00,3285.0,3240.0,2024-04,3258.95,868829,2024,0.005119768764798138,0.14735253338949494,
ADANIENT,3233.45,2024-04-03 05:30:00,3260.15,3222.0,2024-04,3250.0,1153109,2024,-0.010799235181644384,0.1349620035451662,
ADANIENT,3210.8,2024-04-04 05:30:00,3273.0,3201.7,2024-04,3250.0,1403826,2024,-0.007004901884983372,0.12701170606714807,
ADANIENT,3224.8,2024-04-05 05:30:00,3234.0,3178.95,2024-04,3211.1,755607,2024,0.004360284041360352,0.13192579722353903,
ADANIENT,3224.55,2024-04-08 05:30:00,3243.5,3197.2,2024-04,3240.95,577440,2024,-7.752418754647383e-05,0.1318380455957464,
ADANIENT,3198.45,2024-04-09 05:30:00,3251.0,3185.0,2024-04,3240.7,833679,2024,-0.008094152672466048,0.12267677565418889,
ADANIENT,3242.0,2024-04-10 05:30:00,3254.6,3192.5,2024-04,3200.0,1441138,2024,0.01361597023558292,0.13796310921567656,
ADANIENT,3209.9,2024-04-12 05:30:00,3247.5,3205.3,2024-04,3210.0,705173,2024,-0.00990129549660701,0.12669580020709437,
ADANIENT,3147.45,2024-04-15 05:30:00,3180.3,3103.2,2024-04,3150.0,1035378,2024,-0.019455434748746114,0.10477544358447899,
ADANIENT,3106.4,2024-04-16 05:30:00,3149.2,3100.0,2024-04,3101.0,1134184,2024,-0.013042304087435785,0.0903666263009184,
ADANIENT,3019.3,2024-04-18 05:30:00,3145.0,3008.3,2024-04,3125.15,1703646,2024,-0.028038887458150863,0.05979395917794328,
ADANIENT,3026.95,2024-04-19 05:30:00,3057.05,2962.5,2024-04,3000.0,1727317,2024,0.0025336998642067066,0.06247915898839951,
ADANIENT,3063.35,2024-04-22 05:30:00,3077.5,3025.0,2024-04,3053.0,993929,2024,0.012025306001090197,0.07525579599501597,
ADANIENT,3065.1,2024-04-23 05:30:00,3091.0,3043.1,2024-04,3059.0,1654272,2024,0.0005712700148530203,0.07587005738956476,
ADANIENT,3043.55,2024-04-24 05:30:00,3087.85,3040.0,2024-04,3071.95,605917,2024,-0.007030765717268461,0.06830586707383457,
ADANIENT,3115.25,2024-04-25 05:30:00,3120.9,3025.65,2024-04,3050.0,1515529,2024,0.023558016132476878,0.09347303392477957,
ADANIENT,3080.4,2024-04-26 05:30:00,3129.9,3066.05,2024-04,3119.9,662764,2024,-0.011186903137789916,0.08124045701047788,
ADANIENT,3081.2,2024-04-29 05:30:00,3110.5,3051.5,2024-04,3110.0,648544,2024,0.0002597065316192193,0.08152126221941436,
ADANIENT,3054.7,2024-04-30 05:30:00,3108.45,3045.0,2024-04,3094.0,804552,2024,-0.008600545242113511,0.0722195896733886,
ADANIENT,3039.6,2024-05-02 05:30:00,3119.85,3015.05,2024-05,3071.95,2219085,2024,-0.004943202278456127,0.0669193913547097,
ADANIENT,2993.25,2024-05-03 05:30:00,3045.0,2975.1,2024-05,3030.0,1472168,2024,-0.015248716936438922,0.050650239561944144,
ADANIENT,2874.65,2024-05-06 05:30:00,3000.2,2850.0,2024-05,2993.25,2377944,2024,-0.03962248392215817,0.009020867337089289,
ADANIENT,2835.95,2024-05-07 05:30:00,2905.35,2822.0,2024-05,2889.95,1262311,2024,-0.0134625084792932,-0.004563084645220039,
ADANIENT,2860.55,2024-05-08 05:30:00,2890.9,2820.0,2024-05,2850.0,951411,2024,0.008674341931275364,0.00407167552958132,
ADANIENT,2766.65,2024-05-09 05:30:00,2883.65,2756.0,2024-05,2864.8,1485510,2024,-0.032825855167712525,-0.028887835869355172,
ADANIENT,2797.25,2024-05-10 05:30:00,2809.0,2760.45,2024-05,2794.95,2354794,2024,0.011060307592214436,-0.018147036627529256,
ADANIENT,2879.6,2024-05-13 05:30:00,2890.0,2790.5,2024-05,2803.0,3784373,2024,0.029439628206273882,0.01075834956738464,
ADANIENT,3037.55,2024-05-14 05:30:00,3046.0,2874.55,2024-05,2894.95,5725807,2024,0.05485136824558978,0.0661998280068099,
ADANIENT,3049.75,2024-05-15 05:30:00,3118.85,3037.6,2024-05,3046.75,1688836,2024,0.004016394791855227,0.07048210744309347,
ADANIENT,3041.65,2024-05-16 05:30:00,3076.95,2974.95,2024-05,3065.0,1835312,2024,-0.002655955406180799,0.06763895470261017,
ADANIENT,3060.5,2024-05-17 05:30:00,3091.0,3015.5,2024-05,3041.05,825436,2024,0.006197294231749195,0.07425542743817948,
ADANIENT,3059.75,2024-05-18 05:30:00,3074.0,3055.0,2024-05,3074.0,74336,2024,-0.00024505799705931697,0.0739921725548014,
ADANIENT,3117.5,2024-05-21 05:30:00,3175.0,3034.5,2024-05,3067.9,3091659,2024,0.0188740910205083,0.09426279857491426,
ADANIENT,3140.95,2024-05-22 05:30:00,3145.0,3073.5,2024-05,3129.95,3371077,2024,0.0075220529270247916,0.10249390126186908,
ADANIENT,3387.3,2024-05-23 05:30:00,3406.0,3135.55,2024-05,3156.7,6979082,2024,0.0784316846813864,0.18896435528879163,
ADANIENT,3384.95,2024-05-24 05:30:00,3457.85,3355.6,2024-05,3406.0,3473668,2024,-0.0006937678977357864,0.18813948998754015,
ADANIENT,3289.05,2024-05-27 05:30:00,3358.0,3267.05,2024-05,3358.0,2582485,2024,-0.028331289974740992,0.15447796556626225,
ADANIENT,3244.05,2024-05-28 05:30:00,3329.5,3229.05,2024-05,3309.65,1621168,2024,-0.013681762210972725,0.13868267256357703,
ADANIENT,3258.8,2024-05-29 05:30:00,3322.9,3212.0,2024-05,3250.0,1910729,2024,0.004546785653735341,0.14386001860334607,
ADANIENT,3194.25,2024-05-30 05:30:00,3274.3,3174.5,2024-05,3254.0,1990208,2024,-0.019807904750214878,0.12120254830727206,
ADANIENT,3411.35,2024-05-31 05:30:00,3434.45,3225.25,2024-05,3225.25,6384589,2024,0.06796587618376759,0.1974060618824489,
ADANIENT,3645.25,2024-06-03 05:30:00,3743.9,3586.05,2024-06,3725.0,8511359,2024,0.06856523077374055,0.27950648484529483,
ADANIENT,2941.25,2024-06-04 05:30:00,3520.0,2733.95,2024-06,3520.0,20306909,2024,-0.19312804334407796,0.03239790098106399,
ADANIENT,3115.35,2024-06-05 05:30:00,3150.0,2750.0,2024-06,3030.0,8778345,2024,0.05919252018699539,0.09350813457589724,
ADANIENT,3185.65,2024-06-06 05:30:00,3222.4,3137.15,2024-06,3184.0,5873271,2024,0.02256568282857474,0.1181838923112033,
ADANIENT,3219.55,2024-06-07 05:30:00,3233.75,3151.6,2024-06,3170.4,4740455,2024,0.01064147034357199,0.1300830130398929,
ADANIENT,3220.1,2024-06-10 05:30:00,3284.4,3205.5,2024-06,3267.0,4935698,2024,0.00017083132735939976,0.13027606662103675,
ADANIENT,3221.25,2024-06-11 05:30:00,3265.0,3195.05,2024-06,3224.0,4173692,2024,0.0003571317660941986,0.13067972410888307,
ADANIENT,3219.05,2024-06-12 05:30:00,3245.0,3208.0,2024-06,3224.9,3022477,2024,-0.0006829646876211903,0.12990750978430743,
ADANIENT,3224.8,2024-06-13 05:30:00,3254.0,3207.25,2024-06,3230.0,3202978,2024,0.0017862412823659302,0.13192579722353948,
ADANIENT,3261.75,2024-06-14 05:30:00,3275.0,3221.1,2024-06,3225.0,4224855,2024,0.011458074919374894,0.14489548781130002,
ADANIENT,3309.05,2024-06-18 05:30:00,3345.0,3287.2,2024-06,3310.0,1755612,2024,0.014501417950486761,0.1614980957896781,
ADANIENT,3261.9,2024-06-19 05:30:00,3314.0,3226.3,2024-06,3314.0,1419264,2024,-0.014248802526404925,0.14494813878797563,
ADANIENT,3259.45,2024-06-20 05:30:00,3315.0,3240.0,2024-06,3263.9,1366545,2024,-0.0007510959870015155,0.14408817283560715,
ADANIENT,3189.3,2024-06-21 05:30:00,3277.1,3176.4,2024-06,3265.05,4697655,2024,-0.021522035926306526,0.11946506607697693,
ADANIENT,3194.6,2024-06-24 05:30:00,3214.8,3135.0,2024-06,3185.75,3261647,2024,0.0016618066660394337,0.12132540058618191,
ADANIENT,3171.1,2024-06-25 05:30:00,3208.45,3156.35,2024-06,3204.75,1694962,2024,-0.007356163525950032,0.11307674757366848,
ADANIENT,3170.5,2024-06-26 05:30:00,3187.7,3163.9,2024-06,3169.05,2142889,2024,-0.00018920879190187367,0.11286614366696601,
ADANIENT,3175.15,2024-06-27 05:30:00,3202.25,3150.0,2024-06,3177.0,5114980,2024,0.0014666456394891725,0.11449832394391035,
ADANIENT,3177.15,2024-06-28 05:30:00,3211.95,3157.0,2024-06,3190.0,960905,2024,0.0006298915011888617,0.11520033696625176,
ADANIENT,3183.8,2024-07-01 05:30:00,3193.15,3157.55,2024-07,3179.95,832170,2024,0.002093070833923516,0.1175345302655375,
ADANIENT,3153.2,2024-07-02 05:30:00,3207.8,3131.05,2024-07,3179.85,1490844,2024,-0.009611156479678473,0.10679373102371148,
ADANIENT,3190.95,2024-07-03 05:30:00,3194.55,3147.75,2024-07,3158.0,1152522,2024,0.011971964987948835,0.12004422682040872,
ADANIENT,3144.25,2024-07-04 05:30:00,3194.45,3138.05,2024-07,3192.0,1055391,2024,-0.014635140005327507,0.10365222274873331,
ADANIENT,3147.9,2024-07-05 05:30:00,3158.55,3123.95,2024-07,3143.9,663988,2024,0.0011608491691181833,0.10493339651450673,
ADANIENT,3113.6,2024-07-08 05:30:00,3158.2,3075.0,2024-07,3147.9,1155112,2024,-0.010896152990882868,0.0928938731813489,
ADANIENT,3110.75,2024-07-09 05:30:00,3158.0,3100.5,2024-07,3115.95,922403,2024,-0.0009153391572456204,0.09189350462451218,
ADANIENT,3096.0,2024-07-10 05:30:00,3127.25,3063.4,2024-07,3120.1,586710,2024,-0.004741621795386952,0.08671615858474313,
ADANIENT,3078.3,2024-07-11 05:30:00,3129.8,3074.1,2024-07,3118.7,899781,2024,-0.005717054263565835,0.08050334333702036,
ADANIENT,3065.45,2024-07-12 05:30:00,3098.8,3058.35,2024-07,3090.0,756036,2024,-0.004174381964071161,0.07599290966847572,
