Ticker,close,date,high,low,month,open,volume,year,daily_return,cumulative_return,sector
ADANIENT,2387.25,2023-10-03 05:30:00,2424.9,2372.0,2023-10,2418.0,2019899,2023,,,
ADANIENT,2464.95,2023-10-04 05:30:00,2502.75,2392.25,2023-10,2402.2,2857377,2023,0.03254791077599739,0.03254791077599739,
ADANIENT,2466.35,2023-10-05 05:30:00,2486.5,2446.4,2023-10,2477.95,1132455,2023,0.0005679628390029556,0.033134359618808285,
ADANIENT,2478.1,2023-10-06 05:30:00,2514.95,2466.05,2023-10,2466.35,1510035,2023,0.004764125124171237,0.038056340978112724,
ADANIENT,2442.6,2023-10-09 05:30:00,2459.7,2411.3,2023-10,2440.0,1408224,2023,-0.014325491303821436,0.023185673892553993,
ADANIENT,2498.3,2023-10-10 05:30:00,2517.95,2443.0,2023-10,2443.0,1771910,2023,0.022803569966429293,0.04651795999581099,
ADANIENT,2488.6,2023-10-11 05:30:00,2538.0,2482.5,2023-10,2533.9,1627836,2023,-0.0038826401953329093,0.04245470729919343,
ADANIENT,2506.35,2023-10-12 05:30:00,2521.75,2490.65,2023-10,2499.9,1804818,2023,0.007132524310857535,0.049890040841972905,
ADANIENT,2454.55,2023-10-13 05:30:00,2495.0,2422.35,2023-10,2488.9,2278682,2023,-0.020667504538472214,0.028191433657974718,
ADANIENT,2429.35,2023-10-16 05:30:00,2464.7,2421.85,2023-10,2454.55,803856,2023,-0.010266647654356253,0.01763535448738085,
ADANIENT,2428.4,2023-10-17 05:30:00,2462.0,2423.5,2023-10,2459.95,707543,2023,-0.00039105110420478706,0.017237407058330767,
ADANIENT,2406.35,2023-10-18 05:30:00,2441.75,2401.05,2023-10,2440.0,776977,2023,-0.009080052709603104,0.008000837784061243,
ADANIENT,2402.2,2023-10-19 05:30:00,2414.7,2382.55,2023-10,2400.0,1168822,2023,-0.0017246036528352215,0.006262435857157911,
ADANIENT,2393.75,2023-10-20 05:30:00,2443.95,2382.05,2023-10,2398.05,1240350,2023,-0.0035176088585462395,0.002722798198764531,
ADANIENT,2308.65,2023-10-23 05:30:00,2412.35,2301.8,2023-10,2397.8,1483549,2023,-0.035550913838120035,-0.032924913603518347,
ADANIENT,2257.0,2023-10-25 05:30:00,2348.05,2235.3,2023-10,2320.0,1540819,2023,-0.022372382128083568,-0.05456068698292982,
ADANIENT,2203.2,2023-10-26 05:30:00,2249.0,2167.05,2023-10,2249.0,2226073,2023,-0.023836951705804243,-0.07709707822808642,
ADANIENT,2261.7,2023-10-27 05:30:00,2275.0,2212.0,2023-10,2222.0,1244293,2023,0.026552287581699252,-0.05259189443920809,
ADANIENT,2299.1,2023-10-30 05:30:00,2305.0,2250.0,2023-10,2260.05,996448,2023,0.01653623380642877,-0.03692533249554908,
ADANIENT,2294.65,2023-10-31 05:30:00,2320.0,2276.0,2023-10,2320.0,1155280,2023,-0.0019355399939106066,-0.038789402031626063,
ADANIENT,2217.3,2023-11-01 05:30:00,2312.25,2207.0,2023-11,2299.0,1666579,2023,-0.03370884448608713,-0.07119070059692079,
ADANIENT,2215.3,2023-11-02 05:30:00,2297.95,2204.2,2023-11,2247.0,2340997,2023,-0.0009019979254047961,-0.0720284846580791,
ADANIENT,2229.85,2023-11-03 05:30:00,2279.0,2215.0,2023-11,2215.3,1853300,2023,0.006567959192885775,-0.06593360561315298,
ADANIENT,2246.0,2023-11-06 05:30:00,2260.0,2233.0,2023-11,2253.95,770061,2023,0.007242639639437609,-0.05916849931930024,
ADANIENT,2233.35,2023-11-07 05:30:00,2260.0,2226.65,2023-11,2257.0,641554,2023,-0.005632235084594872,-0.06446748350612608,
ADANIENT,2259.95,2023-11-08 05:30:00,2298.0,2235.0,2023-11,2245.3,1169180,2023,0.011910358877918803,-0.05332495549272154,
ADANIENT,2214.65,2023-11-09 05:30:00,2272.6,2210.1,2023-11,2269.0,1267890,2023,-0.02004469125423114,-0.07230076447795541,
ADANIENT,2205.1,2023-11-10 05:30:00,2237.0,2198.5,2023-11,2220.25,1072597,2023,-0.004312193800374842,-0.07630118336998604,
ADANIENT,2211.35,2023-11-12 05:30:00,2226.0,2205.1,2023-11,2219.7,148320,2023,0.0028343385787492625,-0.07368310817886659,
ADANIENT,2213.65,2023-11-13 05:30:00,2241.9,2195.55,2023-11,2215.5,853633,2023,0.001040088633640135,-0.07271965650853451,
ADANIENT,2225.4,2023-11-15 05:30:00,2250.0,2220.5,2023-11,2240.0,696475,2023,0.005307975515551178,-0.06779767514922996,
ADANIENT,2205.9,2023-11-16 05:30:00,2232.8,2196.1,2023-11,2226.0,1307584,2023,-0.00876246966837424,-0.07596606974552278,
ADANIENT,2208.8,2023-11-17 05:30:00,2237.95,2201.0,2023-11,2205.9,916518,2023,0.0013146561494175035,-0.07475128285684329,
ADANIENT,2149.85,2023-11-20 05:30:00,2218.5,2142.0,2023-11,2211.0,1577213,2023,-0.026688699746468814,-0.09944496805948244,
ADANIENT,2196.65,2023-11-21 05:30:00,2232.55,2158.35,2023-11,2160.0,1839502,2023,0.021768960625159872,-0.07984082102837975,
ADANIENT,2172.65,2023-11-22 05:30:00,2225.0,2153.5,2023-11,2205.15,1247205,2023,-0.010925727812805874,-0.08989422976227857,
ADANIENT,2175.25,2023-11-23 05:30:00,2190.0,2160.6,2023-11,2190.0,729114,2023,0.0011966952799575825,-0.08880511048277295,
ADANIENT,2225.45,2023-11-24 05:30:00,2251.95,2160.9,2023-11,2179.0,1946259,2023,0.023077807148603524,-0.06777673054770128,
ADANIENT,2423.5,2023-11-28 05:30:00,2512.4,2275.0,2023-11,2301.0,11972275,2023,0.08899323732278863,0.015184836108492972,
ADANIENT,2396.6,2023-11-29 05:30:00,2477.65,2390.0,2023-11,2468.7,4561574,2023,-0.011099649267588219,0.00391664048591478,
ADANIENT,2358.55,2023-11-30 05:30:00,2409.0,2343.05,2023-11,2400.05,2983879,2023,-0.01587665859968279,-0.012022201277620548,
ADANIENT,2362.7,2023-12-01 05:30:00,2403.35,2354.1,2023-12,2370.0,1792983,2023,0.001759555659197165,-0.010283799350717437,
ADANIENT,2531.2,2023-12-04 05:30:00,2595.0,2487.45,2023-12,2549.95,5681516,2023,0.07131671392897965,0.060299507801863994,
ADANIENT,2959.35,2023-12-05 05:30:00,2999.9,2531.2,2023-12,2531.2,22879079,2023,0.16914902022756007,0.23964813069431345,
ADANIENT,2883.95,2023-12-06 05:30:00,3154.55,2844.85,2023-12,3080.0,19355777,2023,-0.025478567928768125,0.2080636715886479,
ADANIENT,2887.15,2023-12-07 05:30:00,2945.9,2853.05,2023-12,2900.0,6325887,2023,0.0011095892785937256,0.20940412608650116,
ADANIENT,2822.15,2023-12-08 05:30:00,2927.0,2760.0,2023-12,2902.7,6959428,2023,-0.02251355142614686,0.18217614409885852,
ADANIENT,2855.8,2023-12-11 05:30:00,2919.9,2811.05,2023-12,2837.05,5064123,2023,0.011923533476250414,0.196271860927846,
ADANIENT,2857.65,2023-12-12 05:30:00,2895.95,2840.55,2023-12,2869.1,2017772,2023,0.0006478044680999773,0.19704681118441725,
ADANIENT,2875.05,2023-12-13 05:30:00,2899.1,2805.0,2023-12,2860.0,2805832,2023,0.006088919216838962,0.20433553251649395,
ADANIENT,2894.05,2023-12-14 05:30:00,2932.95,2887.0,2023-12,2900.95,3224681,2023,0.006608580720335322,0.21229448109749716,
ADANIENT,2991.8,2023-12-15 05:30:00,3000.0,2893.9,2023-12,2912.05,4921484,2023,0.033776195988320934,0.2532411770866061,
ADANIENT,2980.6,2023-12-18 05:30:00,3027.75,2961.1,2023-12,2993.95,2315922,2023,-0.0037435657463734673,0.24854958634411983,
ADANIENT,2941.25,2023-12-19 05:30:00,2994.35,2915.0,2023-12,2988.8,1741493,2023,-0.013202039857746706,0.23206618494083164,
ADANIENT,2783.85,2023-12-20 05:30:00,2968.0,2766.2,2023-12,2946.0,3417739,2023,-0.05351466213344669,0.16613257932767844,
ADANIENT,2799.75,2023-12-21 05:30:00,2821.95,2725.0,2023-12,2750.0,2678577,2023,0.005711514629020975,0.17279296261388644,
ADANIENT,2808.35,2023-12-22 05:30:00,2847.6,2791.4,2023-12,2815.95,1513956,2023,0.003071702830609757,0.17639543407686675,
ADANIENT,2865.45,2023-12-26 05:30:00,2893.75,2800.1,2023-12,2817.0,2048484,2023,0.020332223547634642,0.2003141690229342,
ADANIENT,2843.35,2023-12-27 05:30:00,2894.8,2833.6,2023-12,2880.7,1698325,2023,-0.0077125756861923245,0.19105665514713577,
ADANIENT,2809.9,2023-12-28 05:30:00,2867.35,2800.1,2023-12,2855.0,4102912,2023,-0.01176429212021024,0.17704471672426436,
ADANIENT,2848.95,2023-12-29 05:30:00,2863.3,2802.85,2023-12,2823.9,1507086,2023,0.013897291718566462,0.1934024505183789,
ADANIENT,2917.2,2024-01-01 05:30:00,2947.0,2842.05,2024-01,2852.3,2898619,2024,0.023956194387405816,0.023956194387405816,
ADANIENT,2932.4,2024-01-02 05:30:00,2948.2,2841.0,2024-01,2922.0,2671368,2024,0.005210475798711256,0.029291493357201936,
ADANIENT,3003.0,2024-01-03 05:30:00,3199.0,2955.6,2024-01,3047.0,19725411,2024,0.02407584231346327,0.054072553045859006,
ADANIENT,2998.3,2024-01-04 05:30:00,3044.45,2990.0,2024-01,3039.4,2975620,2024,-0.0015651015651014788,0.0524228224433565,
ADANIENT,3006.6,2024-01-05 05:30:00,3066.9,2981.1,2024-01,3009.95,3219949,2024,0.002768235333355573,0.05533617648607403,
ADANIENT,2963.5,2024-01-08 05:30:00,3027.0,2952.95,2024-01,3020.0,1849061,2024,-0.01433512938202619,0.040207795854613426,
ADANIENT,3014.6,2024-01-09 05:30:00,3068.8,2980.0,2024-01,2990.7,2885706,2024,0.01724312468365108,0.058144228575440327,
ADANIENT,3098.2,2024-01-10 05:30:00,3112.0,3020.05,2024-01,3024.0,3590297,2024,0.027731705698931908,0.08748837290931788,
ADANIENT,3080.9,2024-01-11 05:30:00,3129.0,3065.0,2024-01,3120.0,2008103,2024,-0.005583887418501021,0.08141596026606335,
ADANIENT,3104.1,2024-01-12 05:30:00,3125.0,3068.2,2024-01,3096.35,1795933,2024,0.007530267129734813,0.08955931132522554,
ADANIENT,3089.5,2024-01-15 05:30:00,3130.0,3067.45,2024-01,3127.0,1407007,2024,-0.004703456718533561,0.08443461626213211,
